Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM8029109,"HDT3_S#H1_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029109/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029110,"HDT3_S#G1_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029110/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029111,"HDT3_S#G1_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029111/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029112,"HDT3_S#G1_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029112/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029113,"HDT3_S#H1_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029113/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029114,"HDT3_S#H1_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029114/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029115,"R_S#G1_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029115/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029116,"R_S#G1_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029116/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029117,"R_S#H1_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029117/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029118,"R_S#H1_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029118/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029119,"R_S#H1_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029119/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029120,"BDC1_S#I1_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029120/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029121,"BDC1_S#I1_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029121/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029122,"BDC1_S#J1_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029122/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029123,"BDC1_S#J1_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029123/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029124,"HDT1_S#I1_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029124/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029125,"HDT1_S#I1_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029125/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029126,"HDT1_S#J1_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029126/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029127,"HDT1_S#J1_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029127/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029128,"BDC1_S#I1_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029128/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029129,"BDC1_S#I1_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029129/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029130,"BDC1_S#J1_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029130/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029131,"BDC1_S#J1_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029131/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029132,"BDC1_S#J1_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029132/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029133,"BDC2_S#I1_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029133/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029134,"BDC2_S#I1_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029134/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029135,"BDC2_S#J1_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029135/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029136,"BDC2_S#J1_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029136/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029137,"HDT2_S#I1_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029137/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029138,"HDT2_S#I1_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029138/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029139,"HDT2_S#J1_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029139/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029140,"HDT2_S#J1_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029140/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029141,"BDC2_S#I1_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029141/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029142,"BDC2_S#I1_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029142/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029143,"BDC2_S#J1_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029143/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029144,"BDC2_S#J1_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029144/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029145,"BDC2_S#J1_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029145/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029146,"HDT1_S#I1_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029146/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029147,"HDT1_S#I1_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029147/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029148,"HDT1_S#I1_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029148/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029149,"HDT1_S#I1_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029149/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029150,"HDT1_S#J1_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029150/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029151,"HDT1_S#J1_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029151/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029152,"HDT1_S#J1_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029152/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029153,"HDT1_S#J1_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029153/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029154,"HDT2_S#I1_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029154/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029155,"HDT2_S#I1_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029155/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029156,"HDT2_S#I1_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029156/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029157,"HDT2_S#I1_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029157/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029158,"HDT2_S#J1_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029158/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029159,"HDT2_S#J1_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029159/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029160,"HDT2_S#J1_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029160/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029161,"HDT2_S#J1_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029161/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029162,"HDT3_S#I1_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029162/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029163,"HDT3_S#I1_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029163/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029164,"R_S#I1_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029164/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029165,"R_S#I1_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029165/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029166,"HDT3_S#J1_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029166/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029167,"HDT3_S#J1_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029167/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029168,"R_S#J1_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029168/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029169,"R_S#J1_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029169/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029170,"HDT3_S#I1_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029170/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029171,"HDT3_S#I1_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029171/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029172,"HDT3_S#J1_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029172/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029173,"HDT3_S#J1_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029173/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029174,"R_S#I1_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029174/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029175,"R_S#I1_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029175/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029176,"R_S#I1_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029176/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029177,"R_S#J1_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029177/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029178,"R_S#J1_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029178/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029179,"R_S#J1_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029179/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029180,"BDC1_S#C2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029180/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029181,"BDC1_S#C2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029181/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029182,"BDC1_S#G2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029182/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029183,"BDC1_S#G2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029183/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029184,"HDT1_S#C2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029184/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029185,"HDT1_S#C2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029185/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029186,"HDT1_S#G2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029186/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029187,"HDT1_S#G2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029187/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029188,"BDC1_S#C2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029188/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029189,"BDC1_S#C2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029189/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029190,"BDC1_S#C2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029190/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029191,"BDC1_S#C2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029191/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029192,"BDC1_S#G2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029192/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029193,"BDC1_S#G2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029193/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029194,"BDC1_S#G2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029194/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029195,"HDT1_S#C2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029195/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029196,"HDT1_S#C2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029196/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029197,"HDT1_S#C2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029197/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029198,"HDT1_S#C2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029198/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029199,"HDT1_S#G2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029199/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029200,"HDT1_S#G2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029200/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029201,"HDT1_S#G2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029201/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029202,"HDT1_S#G2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029202/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029203,"BDC2_S#C2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029203/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029204,"BDC2_S#C2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029204/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029205,"BDC2_S#G2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029205/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029206,"BDC2_S#G2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029206/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029207,"HDT2_S#C2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029207/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029208,"HDT2_S#C2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029208/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029209,"HDT2_S#G2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029209/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029210,"HDT2_S#G2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029210/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029211,"BDC2_S#C2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029211/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029212,"BDC2_S#C2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029212/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029213,"BDC2_S#C2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029213/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029214,"BDC2_S#G2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029214/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029215,"BDC2_S#G2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029215/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029216,"BDC2_S#G2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029216/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029217,"BDC2_S#G2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029217/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029218,"HDT2_S#C2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029218/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029219,"HDT2_S#C2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029219/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029220,"HDT2_S#C2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029220/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029221,"HDT2_S#C2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029221/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029222,"HDT2_S#G2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029222/suppl",,"Simon Archer","Mar 09, 2024"
